Date,Close,High,Low,Open,Volume,Ticker
,WAAREEENER.NS,WAAREEENER.NS,WAAREEENER.NS,WAAREEENER.NS,WAAREEENER.NS,
2024-10-28,2338.89990234375,2624.39990234375,2300.0,2500.0,21535158,WAAREEENER
2024-10-29,2380.199951171875,2497.0,2352.050048828125,2375.10009765625,7937427,WAAREEENER
2024-10-30,2441.64990234375,2450.0,2370.14990234375,2391.10009765625,2849157,WAAREEENER
2024-10-31,2722.10009765625,2758.699951171875,2441.699951171875,2453.0,12359372,WAAREEENER
2024-11-01,2890.10009765625,2910.0,2776.550048828125,2780.0,5382498,WAAREEENER
2024-11-04,2990.60009765625,3016.0,2712.0,2909.64990234375,12683686,WAAREEENER
2024-11-05,3472.699951171875,3568.800048828125,2931.300048828125,2980.0,14195138,WAAREEENER
2024-11-06,3636.60009765625,3743.0,3425.0,3435.0,9495315,WAAREEENER
2024-11-07,3348.64990234375,3619.800048828125,3300.0,3574.0,5831790,WAAREEENER
2024-11-08,3133.699951171875,3414.0,3056.75,3304.949951171875,4885739,WAAREEENER
2024-11-11,2822.800048828125,3122.0,2820.35009765625,3071.0,4711657,WAAREEENER
2024-11-12,2870.0,3014.0,2762.25,2821.0,3934523,WAAREEENER
2024-11-13,2875.75,2970.0,2784.0,2905.10009765625,2124099,WAAREEENER
2024-11-14,2917.449951171875,2968.0,2872.0,2900.0,1428158,WAAREEENER
2024-11-18,3114.449951171875,3186.0,2893.300048828125,2950.0,3696718,WAAREEENER
2024-11-19,2901.800048828125,3044.0,2880.0,2950.0,3339933,WAAREEENER
2024-11-21,2721.449951171875,2915.0,2690.0,2883.0,2282806,WAAREEENER
2024-11-22,2705.199951171875,2805.0,2672.0,2738.0,1588761,WAAREEENER
2024-11-25,2596.60009765625,2789.949951171875,2565.0,2789.949951171875,3059199,WAAREEENER
2024-11-26,2525.85009765625,2622.300048828125,2512.0,2612.050048828125,2558847,WAAREEENER
2024-11-27,2607.75,2678.0,2534.5,2544.199951171875,2887896,WAAREEENER
2024-11-28,2633.85009765625,2686.35009765625,2605.35009765625,2643.85009765625,1988167,WAAREEENER
2024-11-29,2667.75,2692.0,2585.0,2641.60009765625,1299617,WAAREEENER
2024-12-02,2740.300048828125,2797.0,2675.050048828125,2695.0,2898505,WAAREEENER
2024-12-03,2696.949951171875,2765.10009765625,2690.0,2755.0,1257966,WAAREEENER
2024-12-04,2722.14990234375,2764.300048828125,2695.0,2702.0,1211550,WAAREEENER
