Date,Close,High,Low,Open,Volume,Ticker
,KAYNES.NS,KAYNES.NS,KAYNES.NS,KAYNES.NS,KAYNES.NS,
2024-02-15,2773.050048828125,2889.800048828125,2764.75,2853.10009765625,167349,KAYNES
2024-02-16,2795.5,2906.5,2775.0,2782.0,156494,KAYNES
2024-02-19,2860.699951171875,2924.800048828125,2827.050048828125,2881.35009765625,109109,KAYNES
2024-02-20,2778.199951171875,2904.800048828125,2750.0,2878.0,104384,KAYNES
2024-02-21,2811.050048828125,2845.0,2717.75,2807.0,315446,KAYNES
2024-02-22,2865.35009765625,2890.0,2791.60009765625,2860.0,132917,KAYNES
2024-02-23,2854.35009765625,2930.0,2820.0,2894.89990234375,179120,KAYNES
2024-02-26,2874.050048828125,3080.0,2831.550048828125,2849.050048828125,467089,KAYNES
2024-02-27,2936.449951171875,2953.449951171875,2867.60009765625,2888.949951171875,118140,KAYNES
2024-02-28,2899.39990234375,2971.449951171875,2846.050048828125,2949.449951171875,252808,KAYNES
2024-02-29,2955.64990234375,3050.0,2843.050048828125,2880.050048828125,504707,KAYNES
2024-03-01,2945.5,3070.0,2930.0,3040.0,186755,KAYNES
2024-03-04,3104.25,3115.0,3012.199951171875,3042.64990234375,350606,KAYNES
2024-03-05,3215.0,3248.85009765625,3080.5,3134.0,583625,KAYNES
2024-03-06,3085.300048828125,3238.0,2905.64990234375,3238.0,473534,KAYNES
2024-03-07,3112.75,3142.60009765625,3052.300048828125,3098.89990234375,145733,KAYNES
2024-03-11,3032.050048828125,3118.949951171875,2984.199951171875,3115.0,282637,KAYNES
2024-03-12,2852.35009765625,3031.050048828125,2766.35009765625,3031.050048828125,459065,KAYNES
2024-03-13,2784.050048828125,2839.0,2566.89990234375,2839.0,570802,KAYNES
2024-03-14,2721.39990234375,2785.0,2683.949951171875,2700.0,247782,KAYNES
2024-03-15,2666.60009765625,2749.89990234375,2565.10009765625,2675.14990234375,1476728,KAYNES
2024-03-18,2602.85009765625,2698.0,2583.0,2625.5,258853,KAYNES
2024-03-19,2613.050048828125,2661.25,2588.0,2600.0,245464,KAYNES
2024-03-20,2589.449951171875,2650.0,2556.5,2620.050048828125,147345,KAYNES
2024-03-21,2712.199951171875,2725.0,2592.5,2605.0,393059,KAYNES
2024-03-22,2798.949951171875,2814.0,2675.300048828125,2695.0,208195,KAYNES
2024-03-26,2819.60009765625,2850.0,2723.25,2820.0,174442,KAYNES
2024-03-27,2787.35009765625,2848.39990234375,2770.050048828125,2844.0,125044,KAYNES
2024-03-28,2871.949951171875,2900.0,2791.0,2791.0,227809,KAYNES
2024-04-01,2788.14990234375,2869.949951171875,2768.85009765625,2850.0,127724,KAYNES
2024-04-02,2779.800048828125,2838.64990234375,2768.64990234375,2820.0,204316,KAYNES
2024-04-03,2707.75,2790.0,2690.0,2779.800048828125,102329,KAYNES
2024-04-04,2686.050048828125,2750.550048828125,2672.0,2710.0,165947,KAYNES
2024-04-05,2647.300048828125,2717.0,2634.949951171875,2659.0,154888,KAYNES
2024-04-08,2518.449951171875,2690.0,2509.0,2660.550048828125,269284,KAYNES
2024-04-09,2526.699951171875,2609.0,2496.050048828125,2550.0,191408,KAYNES
2024-04-10,2546.35009765625,2564.60009765625,2448.0,2551.949951171875,453528,KAYNES
2024-04-12,2502.60009765625,2559.0,2490.0,2555.35009765625,173548,KAYNES
2024-04-15,2457.64990234375,2505.35009765625,2429.199951171875,2479.949951171875,107768,KAYNES
2024-04-16,2466.5,2524.550048828125,2430.050048828125,2448.0,90046,KAYNES
2024-04-18,2548.800048828125,2627.699951171875,2475.199951171875,2500.0,253554,KAYNES
2024-04-19,2631.64990234375,2650.0,2503.10009765625,2539.949951171875,161720,KAYNES
2024-04-22,2593.25,2683.949951171875,2585.0,2680.0,115450,KAYNES
2024-04-23,2628.449951171875,2660.0,2603.449951171875,2640.0,164472,KAYNES
2024-04-24,2622.550048828125,2685.0,2614.800048828125,2643.0,101633,KAYNES
2024-04-25,2647.25,2675.0,2618.050048828125,2622.550048828125,58254,KAYNES
2024-04-26,2728.5,2737.0,2595.0,2675.0,191419,KAYNES
2024-04-29,2698.949951171875,2758.89990234375,2685.10009765625,2754.0,86327,KAYNES
2024-04-30,2664.5,2737.949951171875,2655.0,2698.949951171875,104884,KAYNES
2024-05-02,2601.85009765625,2709.449951171875,2590.199951171875,2664.60009765625,127527,KAYNES
2024-05-03,2525.449951171875,2639.89990234375,2516.550048828125,2603.14990234375,101847,KAYNES
2024-05-06,2500.449951171875,2576.0,2475.0,2565.0,85053,KAYNES
2024-05-07,2461.0,2520.0,2455.0,2520.0,57593,KAYNES
2024-05-08,2512.199951171875,2528.0,2451.449951171875,2461.0,44022,KAYNES
2024-05-09,2449.75,2559.0,2424.0,2517.0,80995,KAYNES
2024-05-10,2531.60009765625,2545.0,2424.050048828125,2457.0,63023,KAYNES
2024-05-13,2465.64990234375,2530.0,2432.800048828125,2520.050048828125,288606,KAYNES
2024-05-14,2549.85009765625,2573.0,2455.800048828125,2484.800048828125,161050,KAYNES
2024-05-15,2619.0,2628.85009765625,2570.0,2585.0,115652,KAYNES
2024-05-16,2567.35009765625,2654.0,2555.0,2637.949951171875,86848,KAYNES
2024-05-17,3080.35009765625,3080.800048828125,2816.39990234375,2950.0,1173930,KAYNES
2024-05-21,3396.300048828125,3643.699951171875,3238.60009765625,3420.0,980053,KAYNES
2024-05-22,3461.0,3468.0,3305.050048828125,3418.0,361179,KAYNES
2024-05-23,3342.5,3464.0,3328.0,3464.0,221743,KAYNES
2024-05-24,3309.800048828125,3394.0,3265.39990234375,3346.199951171875,169029,KAYNES
2024-05-27,3345.699951171875,3406.35009765625,3292.35009765625,3299.14990234375,165066,KAYNES
2024-05-28,3304.89990234375,3446.949951171875,3274.0,3372.10009765625,176230,KAYNES
2024-05-29,3304.10009765625,3389.5,3250.0,3294.89990234375,187280,KAYNES
2024-05-30,3301.949951171875,3337.89990234375,3239.39990234375,3270.449951171875,129424,KAYNES
2024-05-31,3388.800048828125,3430.0,3205.60009765625,3301.0,264497,KAYNES
2024-06-03,3517.5,3573.89990234375,3425.449951171875,3556.300048828125,270254,KAYNES
2024-06-04,2836.800048828125,3529.0,2814.0,3517.5,738367,KAYNES
2024-06-05,2900.5,3170.0,2849.949951171875,2850.0,770474,KAYNES
2024-06-06,3123.64990234375,3230.0,2976.0,2976.75,524880,KAYNES
2024-06-07,3334.25,3349.949951171875,3150.64990234375,3189.0,346802,KAYNES
2024-06-10,3379.300048828125,3448.699951171875,3312.050048828125,3424.89990234375,301196,KAYNES
2024-06-11,3645.5,3775.0,3397.550048828125,3399.300048828125,1034410,KAYNES
2024-06-12,3636.14990234375,3695.14990234375,3591.050048828125,3653.949951171875,330854,KAYNES
2024-06-13,3721.35009765625,3750.0,3625.0,3681.800048828125,232940,KAYNES
2024-06-14,3797.85009765625,3815.85009765625,3730.35009765625,3760.0,319605,KAYNES
2024-06-18,3894.449951171875,4030.0,3810.050048828125,3830.0,442154,KAYNES
2024-06-19,3859.699951171875,3937.5,3811.0,3937.5,352937,KAYNES
2024-06-20,3790.0,3888.0,3746.050048828125,3888.0,180537,KAYNES
2024-06-21,3902.75,3913.699951171875,3798.699951171875,3823.0,186184,KAYNES
2024-06-24,3887.39990234375,3988.10009765625,3870.050048828125,3888.050048828125,206151,KAYNES
2024-06-25,4030.300048828125,4072.0,3831.35009765625,3924.0,244814,KAYNES
2024-06-26,4014.75,4098.0,3970.0,4050.0,149502,KAYNES
2024-06-27,3887.199951171875,4040.949951171875,3856.39990234375,4000.0,183131,KAYNES
2024-06-28,3853.39990234375,3985.14990234375,3815.0,3915.0,144517,KAYNES
2024-07-01,3974.050048828125,4024.89990234375,3870.0,3872.0,110432,KAYNES
2024-07-02,3962.64990234375,4007.949951171875,3947.35009765625,3999.0,116509,KAYNES
2024-07-03,3986.5,4108.0,3955.050048828125,3990.0,219028,KAYNES
2024-07-04,4008.0,4090.0,3975.0,4008.0,111778,KAYNES
2024-07-05,4238.7998046875,4443.9501953125,4001.0,4006.0,902780,KAYNES
2024-07-08,4334.2001953125,4574.14990234375,4251.60009765625,4340.0,525104,KAYNES
2024-07-09,4152.10009765625,4434.35009765625,4130.0,4370.0,318030,KAYNES
2024-07-10,4087.5,4248.0,4063.0,4194.0,289888,KAYNES
2024-07-11,4123.39990234375,4220.64990234375,4100.85009765625,4138.0,159953,KAYNES
2024-07-12,4142.89990234375,4210.0,4083.5,4144.0,131620,KAYNES
2024-07-15,4047.5,4175.0,4025.10009765625,4160.0,158181,KAYNES
2024-07-16,4157.10009765625,4297.89990234375,4068.949951171875,4069.0,350212,KAYNES
2024-07-18,4076.60009765625,4148.0498046875,4004.0,4148.0498046875,214627,KAYNES
2024-07-19,3901.85009765625,4076.60009765625,3880.0,4076.60009765625,200834,KAYNES
2024-07-22,3919.10009765625,4037.0,3816.0,3851.0,174024,KAYNES
2024-07-23,4051.050048828125,4080.0,3726.0,3945.60009765625,247583,KAYNES
2024-07-24,4101.14990234375,4157.85009765625,4042.550048828125,4055.0,127859,KAYNES
2024-07-25,4175.14990234375,4197.0,4056.0,4060.0,115670,KAYNES
2024-07-26,4249.9501953125,4279.0,4125.39990234375,4176.25,144851,KAYNES
2024-07-29,4594.14990234375,4729.0,4350.0498046875,4495.0,1298342,KAYNES
2024-07-30,4524.9501953125,4605.0,4483.0498046875,4600.0,299262,KAYNES
2024-07-31,4441.85009765625,4549.14990234375,4405.0,4524.9501953125,241737,KAYNES
2024-08-01,4378.2001953125,4509.64990234375,4356.35009765625,4441.0,124025,KAYNES
2024-08-02,4353.39990234375,4399.0,4225.35009765625,4323.0,152873,KAYNES
2024-08-05,4252.39990234375,4320.0,4065.0,4200.0,253986,KAYNES
2024-08-06,4196.7001953125,4364.85009765625,4105.0,4350.0,181234,KAYNES
2024-08-07,4278.2998046875,4295.0,4162.89990234375,4235.0,84581,KAYNES
2024-08-08,4278.64990234375,4348.5,4246.5498046875,4270.0,85444,KAYNES
2024-08-09,4279.14990234375,4349.0,4260.0,4334.0,45003,KAYNES
2024-08-12,4298.9501953125,4324.5498046875,4200.75,4245.0,63639,KAYNES
2024-08-13,4702.0,4740.0,4298.9501953125,4310.0,895108,KAYNES
2024-08-14,4868.7998046875,5036.0,4503.85009765625,4690.0,965031,KAYNES
2024-08-16,5082.2001953125,5210.0,4734.0,4868.7998046875,942607,KAYNES
2024-08-19,5236.14990234375,5330.0,5130.60009765625,5130.60009765625,379998,KAYNES
2024-08-20,5198.25,5380.0,5121.0,5279.0,289724,KAYNES
2024-08-21,5154.39990234375,5266.10009765625,5130.10009765625,5222.0,129902,KAYNES
2024-08-22,5024.2998046875,5218.4501953125,4980.14990234375,5171.39990234375,160627,KAYNES
2024-08-23,5054.85009765625,5169.4501953125,4947.4501953125,5019.60009765625,225740,KAYNES
2024-08-26,4999.5,5102.25,4986.0498046875,5088.0,205419,KAYNES
2024-08-27,4995.5,5125.0,4980.0498046875,5024.89990234375,150121,KAYNES
2024-08-28,4881.60009765625,5040.0,4860.0,5027.60009765625,216970,KAYNES
2024-08-29,4749.9501953125,4920.0,4734.10009765625,4886.0,277831,KAYNES
2024-08-30,4753.7998046875,4839.4501953125,4700.0,4769.0,248130,KAYNES
2024-09-02,4662.64990234375,4950.0,4566.0,4791.7998046875,657515,KAYNES
2024-09-03,4839.25,5050.0,4780.0,4809.0,1987030,KAYNES
2024-09-04,4888.14990234375,5000.2001953125,4767.0,4836.0,515944,KAYNES
2024-09-05,4768.35009765625,5048.5,4750.0,4949.0,523805,KAYNES
2024-09-06,4700.7001953125,4836.0,4632.0,4810.0,247133,KAYNES
2024-09-09,4624.10009765625,4700.64990234375,4602.0,4688.0498046875,163770,KAYNES
2024-09-10,4637.2001953125,4760.0,4625.0,4651.7998046875,197814,KAYNES
2024-09-11,4663.0,4738.0,4635.0,4679.0498046875,283287,KAYNES
2024-09-12,5165.85009765625,5325.0,4732.5498046875,4765.5,3925607,KAYNES
2024-09-13,5333.25,5508.7998046875,5141.10009765625,5260.0,1777052,KAYNES
2024-09-16,5309.25,5449.0,5188.0,5401.0,611407,KAYNES
2024-09-17,5559.25,5613.9501953125,5261.14990234375,5314.7998046875,945491,KAYNES
2024-09-18,5476.89990234375,5742.0,5450.0,5613.0,738791,KAYNES
2024-09-19,5428.35009765625,5625.9501953125,5350.0498046875,5550.0,524106,KAYNES
2024-09-20,5479.35009765625,5565.0,5400.0,5498.85009765625,332407,KAYNES
2024-09-23,5586.10009765625,5636.39990234375,5440.0498046875,5505.0,350149,KAYNES
2024-09-24,5632.7998046875,5810.0,5563.75,5608.39990234375,490224,KAYNES
2024-09-25,5564.35009765625,5689.10009765625,5509.7001953125,5638.75,192041,KAYNES
2024-09-26,5483.2001953125,5599.0,5405.0,5590.0498046875,234490,KAYNES
2024-09-27,5552.85009765625,5619.7001953125,5475.0498046875,5496.0,181844,KAYNES
2024-09-30,5425.75,5624.85009765625,5386.7001953125,5580.0,246607,KAYNES
2024-10-01,5466.39990234375,5621.5,5338.0,5455.7998046875,353149,KAYNES
2024-10-03,5225.2001953125,5445.0,5193.10009765625,5302.2001953125,320388,KAYNES
2024-10-04,5048.5,5256.35009765625,5020.0,5219.2001953125,434677,KAYNES
2024-10-07,4870.7998046875,5099.89990234375,4778.39990234375,5075.7998046875,427602,KAYNES
2024-10-08,5253.10009765625,5286.5,4801.0,4878.9501953125,761492,KAYNES
2024-10-09,5391.60009765625,5466.64990234375,5233.7001953125,5255.0,435921,KAYNES
2024-10-10,5538.2001953125,5742.0,5362.0,5412.25,766364,KAYNES
2024-10-11,5590.2998046875,5644.64990234375,5455.4501953125,5564.0,331685,KAYNES
2024-10-14,5682.2998046875,5755.5498046875,5580.0,5593.9501953125,391807,KAYNES
2024-10-15,5714.25,5909.9501953125,5657.7998046875,5714.39990234375,661200,KAYNES
2024-10-16,5731.25,5814.9501953125,5660.0,5709.5,218713,KAYNES
2024-10-17,5582.60009765625,5768.7998046875,5571.0,5748.0,188647,KAYNES
2024-10-18,5610.5,5638.0,5402.0,5545.5498046875,283762,KAYNES
2024-10-21,5652.10009765625,5735.85009765625,5588.2998046875,5637.0,205547,KAYNES
2024-10-22,5394.64990234375,5704.5498046875,5365.64990234375,5653.0,238544,KAYNES
2024-10-23,5469.35009765625,5534.39990234375,5245.9501953125,5372.35009765625,262702,KAYNES
2024-10-24,5512.2998046875,5695.89990234375,5472.0,5499.39990234375,246682,KAYNES
2024-10-25,5301.60009765625,5615.0,5155.64990234375,5562.0498046875,345285,KAYNES
2024-10-28,5343.7998046875,5433.89990234375,5260.0498046875,5348.0,197896,KAYNES
2024-10-29,5242.60009765625,5401.75,5160.0,5355.0,217256,KAYNES
2024-10-30,5269.7998046875,5560.0,5233.9501953125,5560.0,775897,KAYNES
2024-10-31,5440.0498046875,5619.0,5222.0,5280.0,769620,KAYNES
2024-11-01,5512.35009765625,5550.0,5471.7998046875,5480.0,81095,KAYNES
2024-11-04,5414.0498046875,5549.0,5391.0498046875,5540.0,182289,KAYNES
2024-11-05,5312.64990234375,5417.0,5230.10009765625,5409.0,242242,KAYNES
2024-11-06,5872.9501953125,5936.9501953125,5376.35009765625,5439.39990234375,1679703,KAYNES
2024-11-07,5781.60009765625,6037.9501953125,5735.60009765625,5899.89990234375,983997,KAYNES
2024-11-08,5544.2998046875,5823.89990234375,5515.10009765625,5813.0,358576,KAYNES
2024-11-11,5633.0,5746.64990234375,5464.85009765625,5544.7998046875,405984,KAYNES
2024-11-12,5728.85009765625,5848.14990234375,5647.14990234375,5655.0,465960,KAYNES
2024-11-13,5437.89990234375,5720.0,5412.89990234375,5720.0,352496,KAYNES
2024-11-14,5538.14990234375,5583.14990234375,5351.35009765625,5450.0,398853,KAYNES
2024-11-18,5622.64990234375,5674.0,5494.60009765625,5551.0,330582,KAYNES
2024-11-19,5775.85009765625,5980.0,5612.7001953125,5665.9501953125,633187,KAYNES
2024-11-21,5810.14990234375,5949.9501953125,5675.5498046875,5762.0,457575,KAYNES
2024-11-22,5854.85009765625,5925.0,5800.0498046875,5850.0,308507,KAYNES
2024-11-25,5895.85009765625,5995.0,5855.0,5985.5,237030,KAYNES
2024-11-26,5985.64990234375,6145.0,5896.0498046875,5896.0498046875,624296,KAYNES
2024-11-27,5897.39990234375,6027.0,5833.7998046875,6011.7998046875,233240,KAYNES
2024-11-28,5838.25,5975.75,5828.0,5909.0,179612,KAYNES
2024-11-29,5987.4501953125,6029.89990234375,5860.0,5860.0,371946,KAYNES
2024-12-02,6319.0498046875,6356.9501953125,5995.35009765625,6015.5498046875,863163,KAYNES
2024-12-03,6225.5,6485.0,6152.0,6349.64990234375,652777,KAYNES
2024-12-04,6208.5,6417.25,6131.10009765625,6310.0,548042,KAYNES
2024-12-05,6249.5,6284.2998046875,6182.0,6229.0,216036,KAYNES
2024-12-06,6232.7001953125,6342.5,6171.7998046875,6264.0,236565,KAYNES
2024-12-09,6294.60009765625,6322.75,6191.0,6250.0,247257,KAYNES
2024-12-10,6355.10009765625,6440.0,6231.0,6304.7998046875,308390,KAYNES
2024-12-11,6506.9501953125,6524.2001953125,6340.25,6355.10009765625,463465,KAYNES
2024-12-12,6597.14990234375,6795.5498046875,6476.89990234375,6519.7998046875,795583,KAYNES
2024-12-13,6752.0498046875,6780.0,6455.60009765625,6584.75,526445,KAYNES
2024-12-16,7119.75,7245.64990234375,6776.5498046875,6783.85009765625,1361538,KAYNES
2024-12-17,7242.7998046875,7348.2998046875,7169.10009765625,7206.89990234375,865150,KAYNES
2024-12-18,7101.35009765625,7383.10009765625,7080.60009765625,7280.2001953125,451611,KAYNES
2024-12-19,7242.75,7780.0,6950.0,6975.2001953125,3113161,KAYNES
2024-12-20,7303.64990234375,7485.0,7270.0,7376.39990234375,986053,KAYNES
2024-12-23,7338.9501953125,7525.0,7021.89990234375,7358.7998046875,665435,KAYNES
2024-12-24,7238.25,7416.85009765625,7216.64990234375,7349.85009765625,234392,KAYNES
2024-12-26,7062.9501953125,7331.75,7030.0,7299.0,299128,KAYNES
2024-12-27,7068.4501953125,7315.64990234375,7031.39990234375,7072.0498046875,487256,KAYNES
2024-12-30,7199.0498046875,7257.4501953125,6860.2998046875,7088.0,473345,KAYNES
2024-12-31,7417.2998046875,7440.0,7079.4501953125,7173.0,584671,KAYNES
2025-01-01,7597.5498046875,7822.0,7402.89990234375,7439.0,1062831,KAYNES
2025-01-02,7483.60009765625,7690.64990234375,7440.0,7659.0,362449,KAYNES
2025-01-03,7544.7001953125,7633.35009765625,7483.35009765625,7498.0,291514,KAYNES
2025-01-06,7166.0,7590.0,7135.0,7547.25,577518,KAYNES
2025-01-07,7247.5498046875,7455.9501953125,7160.0,7170.0,546544,KAYNES
2025-01-08,6970.64990234375,7337.9501953125,6901.64990234375,7299.0498046875,552760,KAYNES
2025-01-09,6731.89990234375,7000.0,6705.7998046875,6967.25,423086,KAYNES
2025-01-10,6672.35009765625,6879.0,6553.0,6741.85009765625,658657,KAYNES
2025-01-13,6145.35009765625,6575.0,6030.0,6574.25,856399,KAYNES
2025-01-14,6196.7001953125,6382.5,5961.2001953125,6189.39990234375,697679,KAYNES
2025-01-15,6565.14990234375,6749.9501953125,6125.10009765625,6295.9501953125,1600291,KAYNES
2025-01-16,6576.35009765625,6694.0,6515.0,6630.7998046875,376202,KAYNES
2025-01-17,6579.89990234375,6635.0,6390.0,6580.0,425207,KAYNES
2025-01-20,6613.35009765625,6684.64990234375,6451.10009765625,6595.0,309817,KAYNES
2025-01-21,5977.85009765625,6660.0498046875,5919.75,6647.0,885642,KAYNES
2025-01-22,5350.75,5969.85009765625,5252.60009765625,5969.2998046875,1828654,KAYNES
2025-01-23,5595.5,5874.7001953125,5314.10009765625,5350.75,1382406,KAYNES
2025-01-24,5628.5,5818.75,5521.75,5690.0,848459,KAYNES
2025-01-27,5268.0498046875,5540.0,5175.0,5540.0,913642,KAYNES
2025-01-28,4661.35009765625,4912.0,4214.4501953125,4851.0,4490074,KAYNES
2025-01-29,4955.4501953125,5134.0,4591.0498046875,4719.0,3519386,KAYNES
2025-01-30,4725.64990234375,5067.7001953125,4704.0,5024.89990234375,1491656,KAYNES
2025-01-31,4792.35009765625,5020.0,4666.35009765625,4748.5,1158231,KAYNES
2025-02-01,4892.85009765625,5004.2998046875,4730.0,4850.0,779283,KAYNES
2025-02-03,4602.85009765625,4989.9501953125,4560.10009765625,4750.0498046875,1087215,KAYNES
2025-02-04,4459.0498046875,4714.0,4323.4501953125,4700.0,1647777,KAYNES
2025-02-05,4408.0498046875,4597.0,4388.0,4500.0,1162274,KAYNES
2025-02-06,4291.39990234375,4441.2001953125,4267.39990234375,4413.25,778331,KAYNES
2025-02-07,4279.0498046875,4364.64990234375,4226.10009765625,4304.9501953125,603537,KAYNES
2025-02-10,4119.10009765625,4267.25,4000.0,4264.2998046875,1087373,KAYNES
2025-02-11,4096.4501953125,4184.9501953125,3833.64990234375,4110.0,1626343,KAYNES
2025-02-12,4182.4501953125,4288.0,3961.050048828125,4048.949951171875,1797492,KAYNES
2025-02-13,4138.14990234375,4315.89990234375,4102.2001953125,4210.7001953125,733573,KAYNES
2025-02-14,4008.39990234375,4198.85009765625,3940.0,4192.7998046875,631832,KAYNES
2025-02-17,4049.5,4094.0,3825.14990234375,3949.10009765625,846631,KAYNES
2025-02-18,3951.699951171875,4069.0,3925.0,4053.800048828125,534149,KAYNES
2025-02-19,4212.5498046875,4235.0,3875.0,3940.0,940268,KAYNES
2025-02-20,4211.14990234375,4250.5498046875,4106.35009765625,4150.0,587195,KAYNES
2025-02-21,4367.7001953125,4490.0,4200.0498046875,4210.0,2263688,KAYNES
2025-02-24,4351.75,4447.85009765625,4215.10009765625,4307.4501953125,767392,KAYNES
2025-02-25,4272.75,4465.0,4240.39990234375,4300.0,623492,KAYNES
2025-02-27,4031.39990234375,4352.25,4001.949951171875,4289.14990234375,569725,KAYNES
2025-02-28,4144.14990234375,4194.5,3905.050048828125,3999.64990234375,1088934,KAYNES
2025-03-03,4132.64990234375,4192.5,3985.0,4189.14990234375,650552,KAYNES
2025-03-04,4047.14990234375,4184.0,4021.0,4030.0,581264,KAYNES
2025-03-05,4170.4501953125,4187.0,4057.050048828125,4057.050048828125,459698,KAYNES
2025-03-06,4249.10009765625,4299.64990234375,4200.0,4250.60009765625,442639,KAYNES
2025-03-07,4457.0498046875,4498.0,4245.0,4249.10009765625,886317,KAYNES
2025-03-10,4301.5,4561.0,4251.35009765625,4483.0,496173,KAYNES
2025-03-11,4291.35009765625,4350.0,4135.39990234375,4200.0,404559,KAYNES
2025-03-12,4330.2001953125,4407.64990234375,3898.0,4101.0,2958667,KAYNES
2025-03-13,4243.89990234375,4399.0,4167.4501953125,4300.0,900126,KAYNES
2025-03-17,4341.89990234375,4425.0,4216.89990234375,4250.7001953125,671339,KAYNES
2025-03-18,4341.89990234375,4341.89990234375,4341.89990234375,4341.89990234375,0,KAYNES
2025-03-19,4584.0498046875,4608.0,4495.10009765625,4510.0,534017,KAYNES
2025-03-20,4642.89990234375,4735.85009765625,4496.60009765625,4643.0,652152,KAYNES
2025-03-21,4848.2998046875,4890.0,4599.0498046875,4640.89990234375,1187670,KAYNES
2025-03-24,5036.39990234375,5145.0,4914.35009765625,4936.0498046875,896197,KAYNES
2025-03-25,4882.7001953125,5139.35009765625,4825.0,5100.0,558186,KAYNES
2025-03-26,4873.14990234375,4977.2001953125,4756.5498046875,4970.0,632951,KAYNES
2025-03-27,4803.64990234375,4939.0,4767.0498046875,4865.0,639358,KAYNES
2025-03-28,4747.35009765625,4939.7998046875,4720.0,4878.9501953125,388015,KAYNES
2025-04-01,4795.10009765625,4847.89990234375,4704.5498046875,4725.0,343144,KAYNES
2025-04-02,5036.9501953125,5060.0,4734.85009765625,4789.85009765625,586919,KAYNES
2025-04-03,4956.0498046875,5078.0498046875,4930.5498046875,4960.0,451978,KAYNES
2025-04-04,4649.75,4960.0,4560.0,4940.0,463827,KAYNES
2025-04-07,4439.2998046875,4560.0,3900.0,3900.0,696682,KAYNES
2025-04-08,4836.2001953125,4872.85009765625,4586.2001953125,4660.39990234375,871475,KAYNES
2025-04-09,4833.5498046875,4870.0,4680.60009765625,4785.5498046875,445514,KAYNES
2025-04-11,5091.14990234375,5152.85009765625,4926.60009765625,5046.0,987632,KAYNES
2025-04-15,5520.89990234375,5581.0,5202.0,5202.0,1440058,KAYNES
2025-04-16,5671.2001953125,5844.0,5479.2001953125,5499.0,1458088,KAYNES
2025-04-17,5643.0,5741.89990234375,5535.0,5670.10009765625,648154,KAYNES
