Date,Close,High,Low,Open,Volume,Ticker
,SBIN.NS,SBIN.NS,SBIN.NS,SBIN.NS,SBIN.NS,
2024-01-01,630.7721557617188,636.2306673344383,627.4774315042486,631.6081726828605,8295548,SBIN
2024-01-02,628.9035034179688,637.312475463524,623.3958287240249,630.7721305233712,15164482,SBIN
2024-01-03,632.8375244140625,637.3124687864158,625.3136726461573,628.8051101222353,14571772,SBIN
2024-01-04,632.1490478515625,635.7388719791153,628.1166936502945,631.903171131278,13883388,SBIN
2024-01-05,631.3623046875,641.0006608853696,627.2315634516984,634.361988908421,15984585,SBIN
2024-01-08,616.6588134765625,634.3619373084256,614.7409630557448,629.4444029106858,14739531,SBIN
2024-01-09,615.0852661132812,623.8876052296112,614.2000858532537,621.5763879251502,13400235,SBIN
2024-01-10,611.4954223632812,614.9868598941955,608.003984832367,614.4951064383343,12742464,SBIN
2024-01-11,609.9710083007812,616.8063934510325,608.2990345187163,615.6753364732682,15533860,SBIN
2024-01-12,623.1499633789062,626.0021574714798,610.8561268221215,613.5116075240868,16620797,SBIN
2024-01-15,629.542724609375,634.853685728338,625.6086971222901,628.362564386046,16844018,SBIN
2024-01-16,626.3955688476562,634.2636240504983,623.0024580357311,629.4444162273586,15025543,SBIN
2024-01-17,615.6753540039062,626.2972171152064,612.7248331380729,613.7083400933507,30016308,SBIN
2024-01-18,617.9373779296875,623.0024625143275,608.8399390360024,615.478610661124,14695436,SBIN
2024-01-19,617.396484375,625.0186631944445,614.3968002001444,622.5598958333334,11675202,SBIN
2024-01-23,595.1199951171875,624.428548461472,590.7434374795614,616.6588200192093,30954343,SBIN
2024-01-24,608.102294921875,612.0854857999808,593.1529782658456,599.8900364444409,19221835,SBIN
2024-01-25,602.6438598632812,613.5115992268012,596.251064940211,608.2990246029203,22684904,SBIN
2024-01-29,612.6756591796875,619.117617619432,605.4468471665546,608.7907947679562,19572140,SBIN
2024-01-30,616.4129638671875,623.0516355961122,613.9050332197379,615.1344168732426,16966577,SBIN
2024-01-31,629.9361572265625,632.5916378107344,611.7412799296204,616.0687342170484,23270745,SBIN
2024-02-01,636.96826171875,642.1808362333146,622.8057384824832,632.1490539433337,26587707,SBIN
2024-02-02,638.935302734375,649.6554922819339,636.0339452776896,641.2465200144384,27471811,SBIN
2024-02-05,632.3457641601562,644.0002967441854,628.2150232345584,636.4272817186724,28339525,SBIN
2024-02-06,639.525390625,644.1970486111111,627.1823904779222,633.8210623529222,14079390,SBIN
2024-02-07,664.113037109375,666.7685177566077,644.1970222978757,644.2461856373899,41696232,SBIN
2024-02-08,688.0122680664062,707.0431633779028,667.3094589792353,669.1781461771651,74222434,SBIN
2024-02-09,713.2883911132812,716.337238542697,682.7505133650101,692.0446657306139,43235061,SBIN
2024-02-12,696.2245483398438,714.0259989581173,692.8806009173466,714.0259989581173,22873137,SBIN
2024-02-13,701.6830444335938,706.1579890436999,690.5694279209181,696.8638363744024,23351472,SBIN
2024-02-14,731.1390380859375,736.1548991589891,693.9132666871863,693.9132666871863,36782182,SBIN
2024-02-15,749.13720703125,751.3992608632279,729.4179059737193,735.3681106279971,33941282,SBIN
2024-02-16,742.252685546875,761.8244372645968,740.9249151859564,750.8583711086682,27365121,SBIN
2024-02-19,746.7276000976562,752.3827646686955,737.6301614398975,746.1866833182995,13979584,SBIN
2024-02-20,747.5635986328125,750.9075462292542,741.5642303298725,746.5309283548966,12528399,SBIN
2024-02-21,758.7755737304688,764.6766151334277,747.0718176032013,748.104547871517,21465311,SBIN
2024-02-22,753.2679443359375,760.2508191811837,744.5147090817026,760.2508191811837,18799244,SBIN
2024-02-23,746.5308837890625,757.7920495485988,742.547692938601,753.2679419209011,14143636,SBIN
2024-02-26,746.3834228515625,753.7105013557888,740.2856679643119,742.5477218662843,11355186,SBIN
2024-02-27,737.482666015625,749.776502950129,729.958873828809,746.3834519790064,13969393,SBIN
2024-02-28,730.25390625,744.2688802083334,728.7786458333334,737.4826582802666,11263318,SBIN
2024-02-29,735.761474609375,741.4658625492959,724.9921222713947,731.6307937266683,19217113,SBIN
2024-03-01,756.46435546875,759.2673261198402,739.5480247982044,739.5971881374609,17348526,SBIN
2024-03-04,759.3165283203125,764.1848997258102,756.3168441301776,761.6278056686298,9789141,SBIN
2024-03-05,771.020263671875,773.9707844385036,756.415149859964,756.8085766402473,18088847,SBIN
2024-03-06,770.9710693359375,777.2654773679238,760.1524936265741,770.7251926152702,26710525,SBIN
2024-03-07,775.0526123046875,780.3144103166607,770.0859143899919,776.9704627945002,15497868,SBIN
2024-03-11,760.9393310546875,779.7242895866968,757.8412601840344,776.9704821619493,16778340,SBIN
2024-03-12,747.1702270507812,764.9225151392814,744.8589497471793,757.3003364284754,21529705,SBIN
2024-03-13,734.925537109375,751.1042377540164,730.74563274977,746.137539873597,27950252,SBIN
2024-03-14,728.8278198242188,738.4170126726658,721.9432711125131,737.5318924268328,19730882,SBIN
2024-03-15,719.8287353515625,734.2370756442509,711.075499793603,727.0574871679405,29792241,SBIN
2024-03-18,718.8944091796875,725.7297944125017,710.1903367510823,715.1078714468481,18145126,SBIN
2024-03-19,711.8623046875,722.2382908043661,709.25604733732,717.960059665703,15205043,SBIN
2024-03-20,724.1069946289062,726.7624754094763,707.9282932355721,713.1900914547298,25405455,SBIN
2024-03-21,732.024169921875,738.2202513544985,728.3360190657304,729.762116069139,15161161,SBIN
2024-03-22,734.3846435546875,736.4499841157436,729.1720687822843,731.5816127606831,15535921,SBIN
2024-03-26,727.8442993164062,735.5156414466599,726.3198755643206,730.7948201379269,14678342,SBIN
2024-03-27,721.2056274414062,733.5486275386127,718.1567799373473,730.7456567696713,30088789,SBIN
2024-03-28,739.94140625,747.0226680701239,724.7462723793467,725.5822292488169,21705116,SBIN
2024-04-01,745.7932739257812,748.9405080269321,739.6955191101448,746.5309041044027,9949971,SBIN
2024-04-02,753.7597045898438,756.0709217701979,740.9248916511425,745.6949360852623,15713063,SBIN
2024-04-03,758.3330078125,759.8574315511984,747.6128182722189,752.2844761986004,19136981,SBIN
2024-04-04,746.7767944335938,762.5129051974931,745.5965741206016,762.2178651263697,15889530,SBIN
2024-04-05,752.1369018554688,755.0382592164787,740.1872690077914,745.4490669404528,9939620,SBIN
2024-04-08,755.6283569335938,757.3003307083899,749.2355619341073,753.4154663568485,9797174,SBIN
2024-04-09,751.5960083007812,759.7099404774816,748.5471007991034,755.7759127554451,7465892,SBIN
2024-04-10,766.2010498046875,767.8238602251583,751.0550793371193,753.858050032298,14530669,SBIN
2024-04-12,753.6613159179688,766.6436188392265,752.1860555866552,764.4307283422563,14408722,SBIN
2024-04-15,745.0064697265625,750.7107976870864,736.4007844326914,747.2685235695379,11356572,SBIN
2024-04-16,739.3021850585938,742.449419298921,732.1225963415505,738.8595949261493,13338991,SBIN
2024-04-18,732.5159301757812,747.4160837844539,729.7621228499714,739.6463552305821,14589648,SBIN
2024-04-19,738.07275390625,739.5971775724088,719.9762032095691,722.3858070836892,10886554,SBIN
2024-04-22,753.464599609375,756.3167935835725,738.0727528961959,741.711740371673,17452186,SBIN
2024-04-23,760.2508544921875,764.873349054308,752.9237158810972,757.6445371245081,12292429,SBIN
2024-04-24,760.3491821289062,765.6601435522289,757.4970480544174,765.6601435522289,7842615,SBIN
2024-04-25,799.2960815429688,800.9680553035759,756.9561208729216,757.939627787573,36732974,SBIN
2024-04-26,788.0841064453125,803.4268508710434,785.7237257841617,802.4433439217722,14964358,SBIN
